gender,race/ethnicity,parental level of education,lunch,test preparation course,m1 score,m2 score,physics score,m3 score,m4 score,DS score,CO score,LD score,SOM score,ED score,OS-1 score,OS-2 score,MICRO-1score,MICRO-2 score,Chemistry score,EC score,Electrical SCi score,C++ score,Java score,OR Score,IM score
male,group D,master's degree,standard,none,81,81,84,71,69,87,72,41,67,97,58,66,81,88,65,37,100,48,91,53,36
female,group B,some high school,standard,completed,60,70,74,87,52,53,71,71,39,48,80,85,54,38,86,91,72,90,89,47,77
female,group B,associate's degree,free/reduced,completed,76,94,87,80,68,68,70,76,44,85,72,94,74,63,57,39,37,65,94,74,61
male,group C,associate's degree,standard,completed,73,78,72,94,64,53,63,82,78,80,84,96,60,43,50,99,38,65,35,86,83
female,group C,associate's degree,standard,completed,96,96,99,42,55,98,83,76,92,97,45,99,58,58,75,55,77,70,50,53,100
female,group C,high school,standard,none,76,76,74,89,97,44,44,93,66,79,37,67,56,83,85,37,73,85,89,52,89
male,group E,associate's degree,free/reduced,completed,91,73,80,90,46,44,47,66,93,85,64,38,72,39,71,60,59,81,72,36,70
female,group C,some college,free/reduced,none,62,72,70,90,76,79,53,89,41,49,48,66,91,64,36,94,68,42,89,72,70
male,group D,some high school,free/reduced,completed,55,59,59,65,41,65,35,94,43,71,58,93,97,39,61,66,53,72,92,54,100
female,group B,some high school,free/reduced,completed,74,90,88,54,66,45,99,52,72,44,85,100,38,50,48,36,39,65,66,55,86
male,group C,high school,standard,none,50,48,42,70,76,74,83,61,58,63,77,69,78,84,47,38,82,52,72,75,84
male,group B,some college,standard,none,47,43,41,87,46,69,70,63,64,77,44,97,62,44,40,43,94,91,74,85,50
male,group E,some college,standard,completed,81,74,71,66,86,36,46,79,66,63,73,62,54,40,49,46,52,51,55,64,87
female,group E,associate's degree,standard,completed,65,75,77,90,85,40,73,94,100,100,68,89,98,76,38,52,79,57,54,35,93
male,group E,some high school,standard,completed,68,51,57,79,80,81,50,78,91,57,40,90,74,55,61,35,67,100,82,74,54
female,group D,high school,free/reduced,none,73,92,84,69,61,57,99,88,49,74,90,88,98,97,82,90,68,78,67,82,42
male,group C,some college,standard,none,53,39,37,98,39,56,92,44,86,53,95,75,97,52,67,82,44,69,42,70,86
female,group B,associate's degree,free/reduced,completed,68,77,80,68,35,79,55,87,60,52,62,38,68,61,65,91,77,83,82,91,95
male,group A,some high school,free/reduced,none,55,46,43,69,70,49,71,64,97,66,95,92,56,39,53,68,92,54,59,66,55
female,group C,some college,standard,completed,87,89,94,78,98,91,74,38,57,95,41,49,81,54,63,47,98,96,56,75,90
male,group D,some high school,standard,none,55,47,44,41,99,35,81,42,41,58,91,60,85,76,98,39,54,72,48,74,85
female,group E,some college,free/reduced,none,53,58,57,62,96,55,72,54,98,78,79,53,45,88,81,39,100,69,97,99,44
male,group C,master's degree,standard,none,67,57,59,40,67,63,37,72,83,59,51,100,84,55,35,86,59,54,60,85,77
male,group C,associate's degree,standard,none,92,79,84,100,53,75,39,56,57,43,86,55,93,44,92,96,93,46,73,57,89
female,group B,some college,free/reduced,completed,53,66,73,94,42,65,91,68,94,63,91,59,87,36,95,99,99,86,69,47,91
male,group D,associate's degree,standard,none,81,71,73,64,75,88,42,71,66,58,39,72,38,98,83,58,97,45,36,82,54
male,group C,high school,free/reduced,none,61,60,55,41,75,77,51,71,74,46,44,77,71,47,70,42,83,81,41,59,79
male,group D,bachelor's degree,standard,none,80,73,72,96,51,42,61,86,74,97,51,81,97,88,47,35,87,54,72,66,63
female,group A,associate's degree,free/reduced,none,37,57,56,68,93,75,67,53,65,69,63,87,86,58,97,85,47,57,44,90,94
female,group C,high school,standard,none,81,84,82,39,92,68,49,51,72,96,45,74,69,71,80,46,52,68,38,36,97
female,group C,associate's degree,standard,completed,59,73,72,60,90,88,35,57,88,57,79,74,82,62,70,80,75,98,66,36,78
male,group B,some college,free/reduced,none,55,55,47,83,62,68,75,85,98,76,88,90,66,44,87,69,36,76,45,35,73
male,group D,associate's degree,standard,none,72,79,74,96,89,100,77,61,57,88,73,89,76,94,60,60,92,98,85,90,40
male,group D,high school,standard,none,69,75,71,79,71,39,73,89,39,91,48,77,98,70,80,68,99,63,89,40,93
male,group C,some college,standard,none,69,64,68,58,57,85,89,49,64,54,52,79,100,70,85,55,86,68,77,93,81
female,group C,bachelor's degree,free/reduced,none,50,60,59,63,35,89,55,66,51,51,46,85,84,52,87,38,40,44,61,90,93
male,group B,some college,standard,completed,87,84,86,65,70,87,38,43,96,72,84,59,86,87,75,80,52,83,46,94,83
male,group D,some high school,standard,completed,71,69,68,43,53,74,96,57,79,64,100,64,94,39,49,96,79,99,46,91,90
male,group E,some college,standard,none,68,72,65,53,63,90,94,83,60,41,55,92,66,87,69,95,80,60,58,65,35
male,group C,master's degree,free/reduced,completed,79,77,75,40,70,35,63,83,68,66,51,73,73,64,69,73,98,65,64,44,42
female,group C,some high school,standard,completed,77,90,85,93,88,86,76,40,72,35,71,54,43,77,93,55,79,73,43,73,81
male,group C,associate's degree,free/reduced,none,58,55,53,54,57,56,86,67,45,64,98,83,53,66,84,87,42,87,35,51,72
female,group E,associate's degree,standard,none,84,95,92,41,100,87,36,85,51,41,93,35,45,93,67,48,97,73,45,44,52
male,group D,some college,standard,none,55,58,52,53,87,59,79,36,94,72,88,71,92,93,91,47,48,83,88,67,87
male,group E,bachelor's degree,free/reduced,completed,70,68,72,62,45,45,81,97,78,66,59,67,44,82,53,43,87,68,94,74,63
female,group D,some college,free/reduced,completed,52,59,65,84,91,71,93,79,45,54,70,55,52,44,57,67,41,36,90,46,95
male,group B,some college,standard,completed,69,77,77,53,74,64,38,98,73,46,47,68,97,100,45,94,85,69,59,58,58
female,group C,high school,free/reduced,none,53,72,64,51,66,54,48,41,78,56,47,75,99,71,61,55,77,74,35,37,55
female,group D,some high school,standard,none,48,58,54,74,82,86,51,50,90,53,42,45,46,57,40,77,60,85,47,39,89
male,group D,some high school,standard,completed,78,81,86,37,66,90,54,90,96,98,63,84,98,76,58,50,79,85,41,98,86
female,group B,high school,standard,none,62,62,63,85,59,63,97,45,88,97,79,86,84,35,91,80,58,94,40,94,63
male,group D,some college,standard,none,60,63,59,41,91,50,89,42,77,64,71,90,94,54,79,52,56,58,91,41,75
female,group B,high school,standard,none,74,72,72,95,51,54,82,38,100,40,94,54,43,61,72,73,92,69,53,80,76
female,group C,high school,standard,completed,58,75,77,46,42,77,38,75,85,87,55,38,45,52,84,81,38,96,73,63,88
male,group B,high school,standard,completed,76,62,60,41,80,85,64,78,67,38,58,55,53,86,85,67,54,84,79,37,68
female,group D,some high school,standard,none,68,71,75,85,38,55,71,70,41,70,82,40,90,100,84,68,91,71,46,43,66
male,group A,some college,free/reduced,none,58,60,57,86,80,55,47,78,94,84,74,67,45,95,100,61,58,78,87,43,78
male,group B,high school,standard,none,52,48,49,98,72,86,97,43,99,100,43,41,79,41,55,57,47,37,36,95,46
male,group D,bachelor's degree,standard,none,75,73,74,56,35,61,84,47,40,62,86,72,96,88,85,96,88,49,86,59,80
female,group B,some high school,free/reduced,completed,52,67,72,96,97,43,57,86,94,74,77,85,78,49,49,67,56,63,69,98,35
female,group C,bachelor's degree,free/reduced,none,62,78,79,40,66,56,88,87,75,100,52,40,81,63,60,87,37,98,100,57,58
male,group B,some college,standard,none,66,65,60,94,99,68,85,53,78,48,43,65,41,36,99,55,67,48,63,35,41
female,group B,some high school,free/reduced,none,49,58,55,48,55,91,41,54,52,39,45,53,35,79,84,97,85,76,76,79,94
female,group B,high school,standard,none,66,72,70,94,88,67,68,44,57,84,80,78,55,93,50,56,61,86,53,67,87
female,group C,some college,free/reduced,none,35,44,43,64,80,43,40,84,89,50,36,71,65,56,55,45,85,72,98,58,52
female,group A,some college,standard,completed,72,79,82,43,69,36,45,60,66,89,37,100,95,54,36,66,48,80,80,80,78
male,group E,associate's degree,standard,completed,94,85,82,90,63,70,89,50,60,37,48,71,82,55,90,96,90,91,35,43,84
female,group D,associate's degree,free/reduced,none,46,56,57,50,42,57,90,55,51,81,70,39,42,89,35,72,56,60,59,69,85
female,group B,master's degree,standard,none,77,90,84,99,74,54,46,56,39,67,93,87,85,70,88,88,78,80,93,97,79
female,group B,high school,free/reduced,completed,76,85,82,41,80,80,93,78,60,91,52,60,60,35,82,76,69,53,81,50,48
female,group C,associate's degree,standard,completed,52,59,62,73,83,64,59,75,77,51,67,36,100,76,83,42,35,91,71,68,88
male,group C,bachelor's degree,standard,completed,91,81,79,68,41,92,89,85,96,100,68,79,82,42,54,89,100,99,39,56,89
female,group B,some high school,standard,completed,32,51,44,47,52,55,52,97,52,52,82,59,74,46,39,37,86,79,43,46,49
female,group E,some high school,free/reduced,none,72,79,77,91,46,64,46,86,98,39,95,66,82,96,98,45,78,77,99,94,64
female,group B,some college,standard,none,19,38,32,49,39,50,56,67,51,68,47,40,49,50,89,73,70,39,98,79,61
male,group C,associate's degree,free/reduced,none,68,65,61,81,46,87,38,91,48,39,52,48,97,94,56,92,43,64,98,36,88
female,group C,master's degree,free/reduced,none,52,65,61,44,47,98,96,35,36,85,41,38,53,37,71,86,47,55,43,76,65
female,group B,high school,standard,none,48,62,60,93,51,96,56,69,79,64,35,100,36,100,78,75,95,72,61,74,85
female,group D,some college,free/reduced,none,60,66,70,68,49,37,73,72,56,96,80,77,41,62,53,70,88,40,48,92,92
male,group D,high school,free/reduced,none,66,74,69,90,38,49,95,46,79,98,66,60,88,83,63,88,62,79,37,100,48
male,group E,some high school,standard,completed,89,84,77,46,50,93,89,95,88,86,89,52,65,43,91,54,45,74,44,99,75
female,group B,high school,standard,none,42,52,51,47,92,65,97,53,56,71,49,100,82,57,39,95,94,59,81,83,81
female,group E,associate's degree,free/reduced,completed,57,68,73,69,99,59,38,85,71,77,65,44,52,57,85,78,97,67,50,42,87
male,group D,high school,standard,none,70,70,70,45,54,63,64,69,98,79,87,99,75,83,63,40,42,50,47,91,87
female,group E,associate's degree,free/reduced,none,70,84,81,93,58,52,45,66,85,50,72,44,94,58,48,90,40,68,56,40,90
male,group E,some college,standard,none,69,60,54,93,52,96,58,90,73,81,37,66,95,74,58,66,61,47,88,98,67
female,group C,associate's degree,standard,none,52,55,57,69,71,98,65,50,89,51,45,87,80,52,82,69,36,43,57,73,63
male,group C,some high school,standard,completed,67,73,68,82,86,85,59,97,57,100,46,99,79,51,60,70,56,91,99,87,49
male,group C,some high school,standard,completed,76,80,73,95,82,61,89,83,92,40,75,64,58,72,64,76,72,69,84,84,38
female,group E,associate's degree,standard,none,87,94,95,79,70,41,35,96,49,98,45,68,94,85,43,95,58,86,99,84,97
female,group B,some college,standard,none,82,85,87,61,54,73,68,77,47,77,77,44,78,57,68,64,47,40,54,68,90
female,group C,some college,standard,none,73,76,78,50,38,53,43,42,46,40,74,36,50,85,47,100,46,61,44,42,91
male,group A,some college,free/reduced,none,75,81,74,95,55,49,48,44,75,47,93,64,61,35,46,70,78,94,57,38,87
female,group D,some college,free/reduced,none,64,74,75,75,64,100,45,44,67,45,58,35,49,44,72,76,38,37,78,92,60
female,group E,high school,free/reduced,none,41,45,40,74,62,94,97,53,45,51,79,66,99,41,68,54,36,93,45,58,37
male,group C,high school,standard,none,90,75,69,84,74,88,50,61,53,40,59,87,78,37,52,81,58,86,56,62,88
male,group B,bachelor's degree,standard,none,59,54,51,84,47,50,91,93,73,58,73,68,38,47,36,37,44,40,88,75,100
male,group A,some high school,standard,none,51,31,36,64,82,55,93,64,85,87,65,45,65,93,57,45,74,68,57,41,40
male,group A,high school,free/reduced,none,45,47,49,52,78,48,78,58,95,51,59,80,86,83,48,49,43,48,95,48,47
female,group C,master's degree,standard,completed,54,64,67,47,83,88,56,55,79,84,100,89,85,97,67,93,37,96,38,89,89
male,group E,some high school,standard,completed,87,84,76,78,96,71,82,78,64,65,44,37,72,87,65,71,70,56,41,50,61
female,group C,high school,standard,none,72,80,83,48,52,35,54,56,65,54,97,35,38,46,86,45,44,66,74,94,78
male,group B,some high school,standard,completed,94,86,87,46,97,58,91,62,38,44,70,82,97,100,87,43,76,74,92,61,97
female,group A,bachelor's degree,standard,none,45,59,64,98,62,95,92,39,76,72,95,46,35,71,75,49,92,91,86,40,55
male,group D,bachelor's degree,free/reduced,completed,61,70,76,46,90,84,75,49,51,73,71,39,74,89,76,53,95,96,94,35,38
female,group B,high school,free/reduced,none,60,72,68,86,45,82,71,55,81,99,54,74,72,56,85,70,56,57,70,93,57
female,group C,some high school,standard,none,77,91,88,60,45,59,78,95,97,40,80,71,37,100,96,60,97,51,37,37,45
female,group A,some high school,standard,completed,85,90,92,60,46,41,37,75,37,48,89,74,37,37,53,91,78,69,84,61,85
female,group D,bachelor's degree,free/reduced,none,78,90,93,87,40,85,95,74,44,67,89,74,98,66,96,96,39,68,45,80,51
male,group E,some college,free/reduced,completed,49,52,51,95,65,54,48,58,60,88,40,85,53,36,43,80,51,66,44,44,92
female,group B,high school,free/reduced,none,71,87,82,84,46,70,96,53,95,38,50,48,58,61,64,60,59,97,39,36,81
female,group C,some high school,free/reduced,none,48,58,52,54,42,39,70,49,55,97,55,70,67,92,50,60,36,83,85,62,76
male,group C,high school,standard,none,62,67,58,85,91,48,99,76,88,95,67,54,50,41,64,45,61,99,89,85,77
female,group C,associate's degree,free/reduced,completed,56,68,70,75,44,86,63,52,78,87,86,79,49,73,93,62,73,96,38,35,83
female,group C,some high school,standard,none,65,69,76,93,53,88,46,100,74,96,43,83,66,90,58,66,35,57,78,63,46
female,group D,some high school,free/reduced,completed,69,86,81,41,77,40,58,75,62,75,94,79,51,54,52,93,100,78,48,85,92
male,group B,some high school,standard,none,68,54,53,75,38,87,67,51,54,56,64,69,47,68,71,66,64,52,46,85,72
female,group A,some college,free/reduced,none,61,60,57,97,76,92,86,65,75,61,52,58,76,39,60,79,89,53,35,74,85
female,group C,bachelor's degree,free/reduced,completed,74,86,89,43,86,45,75,68,58,88,41,81,51,64,57,85,51,69,46,74,74
male,group A,bachelor's degree,standard,none,64,60,58,76,48,58,75,37,84,51,41,45,78,88,42,90,64,60,37,97,48
female,group B,high school,standard,completed,77,82,89,39,48,74,99,90,95,59,50,68,97,60,43,40,48,53,58,83,77
male,group B,some college,standard,none,58,50,45,90,77,52,57,56,45,74,85,36,91,76,50,40,91,85,37,50,64
female,group C,high school,standard,completed,60,64,74,72,67,88,96,43,78,54,37,85,55,89,77,81,85,69,46,51,60
male,group E,high school,standard,none,73,64,57,90,63,86,98,38,35,48,76,83,41,59,49,88,86,86,64,75,74
female,group A,high school,standard,completed,75,82,79,76,78,56,93,67,76,39,83,54,97,62,47,84,74,43,43,77,61
male,group B,associate's degree,free/reduced,completed,58,57,53,46,81,76,39,52,48,60,88,92,94,43,70,47,35,68,91,92,58
female,group C,associate's degree,standard,none,66,77,73,46,64,85,55,40,70,61,60,61,65,99,39,55,85,98,90,58,62
female,group D,high school,free/reduced,none,39,52,46,83,57,78,61,80,53,81,38,42,50,68,45,86,51,70,54,55,58
male,group C,some high school,standard,none,64,58,51,100,48,45,56,88,94,52,100,79,58,79,38,79,74,90,95,64,56
female,group B,high school,free/reduced,completed,23,44,36,67,42,43,46,40,67,79,47,87,49,49,96,79,78,61,51,78,80
male,group B,some college,free/reduced,completed,74,77,76,77,86,98,82,68,93,81,70,94,74,95,52,77,100,46,83,85,79
female,group D,some high school,free/reduced,completed,40,65,64,98,65,75,51,52,86,39,77,78,68,70,43,96,90,40,85,66,57
male,group E,master's degree,standard,none,90,85,84,93,71,70,44,90,88,54,65,46,74,43,50,50,93,53,74,39,71
male,group C,master's degree,standard,completed,91,85,85,35,65,86,79,54,87,38,48,100,74,61,58,44,93,95,61,80,81
male,group D,high school,standard,none,64,54,50,66,85,97,64,91,96,59,61,46,84,91,94,81,74,72,55,76,99
female,group C,high school,standard,none,59,72,68,77,46,90,86,47,53,91,43,97,39,73,91,37,79,97,90,49,67
male,group D,associate's degree,standard,none,80,75,69,50,74,94,93,51,61,78,92,44,99,73,76,76,45,80,75,48,56
male,group C,master's degree,standard,none,71,67,67,75,96,90,58,77,62,96,75,62,97,80,66,36,81,95,56,56,72
female,group A,high school,standard,none,61,68,63,63,81,35,74,49,50,67,94,85,89,69,42,45,36,90,98,51,85
female,group E,some college,standard,none,87,85,93,98,67,69,79,60,96,94,67,40,98,35,80,83,52,65,50,96,54
male,group E,some high school,standard,none,82,67,61,73,42,68,40,78,97,96,82,39,71,100,87,44,73,46,70,36,77
male,group C,some high school,standard,none,62,64,55,54,95,53,83,72,40,89,99,87,72,78,65,91,96,64,38,81,100
female,group B,bachelor's degree,standard,none,97,97,96,53,78,99,89,66,39,94,36,74,91,87,53,48,62,74,81,94,91
male,group B,some college,free/reduced,none,75,68,65,99,41,94,54,46,41,95,46,65,49,76,89,69,37,43,48,37,72
female,group C,bachelor's degree,standard,none,65,79,81,47,67,80,74,90,35,82,97,36,93,60,59,67,70,42,99,48,99
male,group B,high school,standard,completed,52,49,46,39,89,94,40,91,84,93,66,63,53,67,51,98,79,81,35,60,63
male,group C,associate's degree,free/reduced,none,87,73,72,78,73,60,74,42,41,49,64,88,84,67,64,75,52,46,85,78,89
female,group C,associate's degree,standard,none,53,62,53,35,66,59,76,90,69,37,52,74,60,82,91,40,44,36,57,61,84
female,group E,master's degree,free/reduced,none,81,86,87,61,72,46,46,58,63,98,42,76,46,82,92,55,44,55,58,68,89
male,group D,bachelor's degree,free/reduced,completed,39,42,38,56,93,74,56,64,88,38,57,37,39,98,71,50,39,36,90,44,47
female,group C,some college,standard,completed,71,71,80,57,54,63,92,60,73,93,48,38,48,71,58,98,55,99,66,55,41
male,group C,associate's degree,standard,none,97,93,91,78,54,81,39,49,74,80,69,52,71,70,56,60,54,92,100,40,70
male,group D,some college,standard,completed,82,82,88,92,82,60,59,68,60,39,71,35,97,47,57,91,38,49,54,50,68
male,group C,high school,free/reduced,none,59,53,52,40,78,36,61,41,85,53,59,59,76,61,63,73,79,58,83,60,41
male,group B,associate's degree,standard,none,61,42,41,39,45,38,78,98,63,67,83,43,96,65,53,57,83,68,71,99,51
male,group E,associate's degree,free/reduced,completed,78,74,72,100,66,39,77,86,97,62,61,88,84,47,76,72,49,90,49,58,78
male,group C,associate's degree,free/reduced,none,49,51,51,42,83,86,71,97,70,79,40,85,64,40,95,78,54,86,59,40,75
male,group B,high school,standard,none,59,58,47,88,48,59,65,71,69,84,58,69,86,68,100,49,84,75,89,85,41
female,group C,some college,standard,completed,70,72,76,49,80,49,53,55,50,72,39,65,70,83,48,39,66,89,66,96,99
male,group B,associate's degree,standard,completed,82,84,78,80,77,77,53,60,66,80,49,72,70,92,75,74,98,48,63,72,38
male,group E,associate's degree,free/reduced,none,90,90,82,52,40,78,68,55,66,98,39,83,46,37,35,58,72,66,70,50,82
female,group C,bachelor's degree,free/reduced,none,43,62,61,78,55,58,98,54,69,39,46,90,57,41,73,95,43,35,47,99,79
male,group C,some college,free/reduced,none,80,64,66,64,51,92,100,61,83,77,70,51,78,47,72,56,97,60,65,80,80
male,group D,some college,standard,none,81,82,84,36,79,95,45,76,64,94,62,87,38,85,93,55,39,50,88,98,80
male,group C,some high school,standard,none,57,61,54,98,92,40,95,67,58,93,56,46,51,66,68,36,87,92,68,84,70
female,group D,some high school,standard,none,59,72,80,43,51,60,77,41,80,90,37,41,63,52,74,88,80,100,88,76,100
female,group D,associate's degree,standard,none,64,76,74,60,73,71,59,79,59,56,85,40,46,84,44,85,69,47,65,71,81
male,group C,bachelor's degree,standard,completed,63,64,66,49,97,93,61,46,56,89,51,64,76,48,57,48,75,48,61,61,35
female,group E,bachelor's degree,standard,completed,71,70,70,92,41,81,100,74,50,76,91,72,89,52,79,40,47,75,89,70,70
female,group B,high school,free/reduced,none,64,73,71,86,95,66,81,85,88,40,44,59,37,85,76,69,64,82,49,93,53
male,group D,bachelor's degree,free/reduced,none,55,46,44,96,35,53,80,37,37,76,98,49,77,61,75,50,84,86,35,96,64
female,group E,associate's degree,standard,none,51,51,54,58,35,90,63,82,71,68,82,74,47,97,75,100,47,48,74,43,61
female,group C,associate's degree,standard,completed,62,76,80,51,61,88,68,90,65,63,63,60,57,47,56,50,43,69,70,70,82
female,group E,associate's degree,standard,completed,93,100,95,57,48,72,92,45,80,62,79,73,49,65,90,62,81,91,82,47,72
male,group C,high school,free/reduced,none,54,72,59,82,48,62,100,76,48,94,100,41,51,70,73,69,93,81,38,55,59
female,group D,some college,free/reduced,none,69,65,74,83,42,69,97,74,61,50,51,74,78,72,73,40,84,48,37,62,68
male,group D,high school,free/reduced,none,44,51,48,69,66,77,62,72,58,49,84,41,74,80,60,98,49,73,75,95,99
female,group E,some college,standard,completed,86,85,91,62,48,54,45,36,57,100,89,83,63,97,67,74,41,58,80,53,50
female,group E,associate's degree,standard,none,85,92,85,91,49,75,92,63,85,91,57,75,97,68,73,70,68,50,85,77,46
female,group A,master's degree,free/reduced,none,50,67,73,84,91,78,47,96,70,35,65,41,44,52,95,52,76,72,62,44,39
male,group D,some high school,standard,completed,88,74,75,81,66,38,89,60,89,90,57,86,92,82,49,85,90,87,65,53,56
female,group E,associate's degree,standard,none,59,62,69,71,64,46,58,57,42,70,57,62,91,100,46,85,42,72,35,48,69
female,group E,some high school,free/reduced,none,32,34,38,93,42,94,36,37,73,89,60,47,69,65,35,55,35,71,49,70,81
male,group B,high school,free/reduced,none,36,29,27,64,70,54,38,92,37,86,57,70,93,84,48,56,51,93,84,71,77
female,group B,some high school,free/reduced,completed,63,78,79,58,52,96,80,46,77,38,81,86,68,43,42,54,88,96,56,55,35
male,group D,associate's degree,standard,completed,67,54,63,59,47,90,83,63,56,36,35,96,76,55,44,98,70,65,85,52,53
female,group D,some high school,standard,completed,65,78,82,86,39,80,95,50,62,45,53,91,85,80,43,39,56,82,65,64,80
male,group D,master's degree,standard,none,85,84,89,55,60,58,55,65,89,57,59,88,98,100,75,61,67,40,86,69,69
female,group C,master's degree,standard,none,73,78,74,42,66,95,81,43,79,49,49,46,87,70,85,74,89,48,60,53,38
female,group A,high school,free/reduced,completed,34,48,41,46,82,35,65,69,96,96,72,50,64,81,89,42,48,54,92,94,66
female,group D,bachelor's degree,free/reduced,completed,93,100,100,42,43,38,66,97,78,52,63,83,44,92,72,78,69,46,47,84,35
female,group D,some high school,free/reduced,none,67,84,84,94,64,58,72,40,100,74,64,41,49,86,77,44,48,81,35,66,70
male,group D,some college,standard,none,88,77,77,52,74,62,58,70,51,69,98,66,97,83,87,64,42,100,82,64,94
male,group B,high school,standard,none,57,48,51,35,93,99,70,38,56,92,63,71,87,87,58,71,62,76,37,100,50
female,group D,some college,standard,completed,79,84,91,41,100,94,56,42,56,89,68,70,61,43,99,80,67,64,42,77,55
female,group C,bachelor's degree,free/reduced,none,67,75,72,79,97,59,58,75,59,69,82,47,48,73,76,59,38,56,46,67,76
male,group E,bachelor's degree,standard,completed,70,64,70,80,68,96,95,73,62,50,47,55,78,42,78,68,49,44,76,43,54
male,group D,bachelor's degree,free/reduced,none,50,42,48,56,70,99,71,87,38,55,37,45,98,70,79,43,63,84,67,44,68
female,group A,some college,standard,none,69,84,82,89,50,69,50,41,95,43,54,53,41,90,84,92,55,60,88,91,37
female,group C,bachelor's degree,standard,completed,52,61,66,87,66,60,97,67,49,57,79,79,91,48,39,59,51,50,58,49,59
female,group C,bachelor's degree,free/reduced,completed,47,62,66,53,46,54,92,68,77,46,62,49,57,77,57,79,100,83,86,37,57
female,group B,associate's degree,free/reduced,none,46,61,55,71,69,89,54,42,71,65,74,100,66,79,83,81,80,91,43,88,73
female,group E,some college,standard,none,68,70,66,93,39,84,77,99,47,81,95,36,43,64,93,57,35,53,71,92,54
male,group E,bachelor's degree,standard,completed,100,100,100,89,39,90,39,77,99,57,48,92,45,97,91,42,83,80,99,88,92
female,group C,high school,standard,none,44,61,52,79,78,96,45,41,70,67,54,98,53,58,82,91,47,37,59,52,68
female,group C,associate's degree,standard,completed,57,77,80,50,56,64,41,76,76,77,83,98,75,72,74,91,72,57,42,76,99
male,group B,some college,standard,completed,91,96,91,76,67,93,56,93,44,66,47,66,69,81,78,46,68,52,67,49,38
male,group D,high school,free/reduced,none,69,70,67,90,52,95,74,91,75,72,47,66,48,73,40,61,58,93,53,40,79
female,group C,high school,free/reduced,none,35,53,46,75,60,91,48,94,63,65,66,78,37,61,76,37,44,57,48,92,41
male,group D,high school,standard,none,72,66,66,75,81,58,80,79,65,90,50,96,48,98,75,43,39,66,47,93,75
female,group B,associate's degree,free/reduced,none,54,65,65,47,61,94,100,92,72,53,53,93,52,54,56,47,61,52,36,85,78
male,group D,high school,free/reduced,none,74,70,69,38,76,97,79,89,81,64,99,48,58,50,91,50,73,93,58,43,71
male,group E,some high school,standard,completed,74,64,60,86,58,71,75,42,82,88,67,96,99,44,90,68,66,75,54,95,50
male,group E,associate's degree,free/reduced,none,64,56,52,90,81,44,65,54,84,95,93,36,84,94,98,68,68,97,38,47,38
female,group D,high school,free/reduced,completed,65,61,71,55,41,81,91,61,91,55,79,50,81,77,59,97,56,54,65,49,78
male,group E,associate's degree,free/reduced,completed,46,43,44,41,51,98,46,59,60,79,43,83,53,87,71,37,47,68,57,79,67
female,group C,some high school,free/reduced,none,48,56,51,67,98,41,81,86,89,85,42,86,89,86,73,65,99,58,67,72,71
male,group C,some college,free/reduced,completed,67,74,70,39,36,70,90,36,79,35,35,76,85,79,46,72,54,39,83,35,66
male,group D,some college,free/reduced,none,62,57,62,76,40,64,84,46,52,37,54,97,40,49,79,50,71,77,44,58,49
male,group D,associate's degree,free/reduced,completed,61,71,73,81,64,44,49,52,39,59,78,36,42,86,39,92,83,84,86,73,36
male,group C,bachelor's degree,free/reduced,completed,70,75,74,84,58,49,94,81,77,100,90,79,66,69,56,61,86,35,40,74,46
male,group C,associate's degree,standard,completed,98,87,90,50,71,82,39,51,41,96,62,45,77,68,70,64,48,100,73,48,65
male,group D,some college,free/reduced,none,70,63,58,98,57,41,62,96,72,76,62,68,100,35,96,86,95,67,79,71,36
male,group A,associate's degree,standard,none,67,57,53,47,56,90,50,76,44,37,44,87,51,70,53,60,86,57,37,52,93
female,group E,high school,free/reduced,none,57,58,57,78,72,36,41,63,43,100,63,66,72,57,96,98,86,86,81,48,70
male,group D,some college,standard,completed,85,81,85,46,78,76,57,52,53,84,83,73,80,66,58,38,90,86,71,99,84
male,group D,some high school,standard,completed,77,68,69,68,48,94,85,70,83,74,52,91,97,71,39,92,93,98,97,76,37
male,group C,master's degree,free/reduced,completed,72,66,72,40,47,66,82,44,61,92,56,67,48,57,88,44,58,68,61,45,73
female,group D,master's degree,standard,none,78,91,96,89,100,90,77,36,53,71,74,89,64,88,55,53,85,94,80,41,43
male,group C,high school,standard,none,81,66,64,65,56,93,62,39,86,73,51,43,91,87,70,80,45,57,89,95,94
male,group A,some high school,free/reduced,completed,61,62,61,53,85,53,59,63,63,85,98,44,57,97,61,90,100,77,35,41,85
female,group B,high school,standard,none,58,68,61,98,97,54,89,45,79,81,91,47,74,76,73,92,90,94,38,46,55
female,group C,associate's degree,standard,none,54,61,58,89,84,100,84,67,83,67,58,52,75,59,56,97,79,65,80,66,56
male,group B,high school,standard,none,82,82,80,43,66,45,42,75,68,67,95,95,70,57,37,41,54,86,89,94,97
female,group D,some college,free/reduced,none,49,58,60,43,55,61,77,43,42,48,99,62,56,84,90,41,61,89,52,72,94
male,group B,some high school,free/reduced,completed,49,50,52,100,83,91,55,83,36,47,79,51,67,69,90,70,69,59,49,44,62
female,group E,high school,free/reduced,completed,57,75,73,56,37,93,50,48,84,86,75,52,89,62,71,99,42,66,66,100,93
male,group E,high school,standard,none,94,73,71,39,35,56,44,44,38,43,38,44,66,55,39,90,99,55,60,40,91
