gender,race/ethnicity,parental level of education,lunch,test preparation course,,m1 score,physics score,m2 score,m3 score,DS score,CO score,LD score,SOM score,ED score,OS-1 score,OS-2 score,MICRO-1score,MICRO-2 score,Chemistry score,EC score,Electrical SCi score,C++ score,Java score,OR Score,IM score,SUB1,SUB2,SUB3,SUB4,SUB5,SUB6,SUB7,SUB8,SUB9,SUB10,SUB11,SUB12,SUB13,SUB14,SUB15,SUB16,SUB17,SUB18,SUB19,SUB20,SUB21,SUB22,SUB23,SUB24,SUB25,SUB26,SUB27,SUB28,SUB29,SUB30,SUB31,Result2,Result
male,group C,master's degree,free/reduced,completed,79,77,75,40,70,35,63,83,68,66,51,73,73,64,69,73,98,65,64,44,42,43,75,50,67,76,76,76,69,77,99,64,53,90,38,57,59,93,52,54,59,58,84,82,50,46,80,56,83,51,59,76,6,2
female,group C,some high school,standard,completed,77,90,85,93,88,86,76,40,72,35,71,54,43,77,93,55,79,73,43,73,81,69,39,65,67,98,53,45,66,95,55,43,100,60,88,80,86,92,82,60,68,85,38,82,73,70,98,99,57,74,51,75,7,3
male,group C,associate's degree,free/reduced,none,58,55,53,54,57,56,86,67,45,64,98,83,53,66,84,87,42,87,35,51,72,98,36,81,56,74,45,70,44,51,73,42,82,92,88,48,100,77,97,72,84,36,98,57,44,70,94,76,88,77,82,60,6,4
female,group E,associate's degree,standard,none,84,95,92,41,100,87,36,85,51,41,93,35,45,93,67,48,97,73,45,44,52,93,71,61,83,87,55,86,79,45,91,68,41,93,95,58,56,70,68,99,42,86,65,48,96,43,61,93,96,59,87,69,7,5
male,group D,some college,standard,none,55,58,52,53,87,59,79,36,94,72,88,71,92,93,91,47,48,83,88,67,87,81,56,95,84,90,42,78,97,90,56,94,69,76,55,98,51,90,57,43,37,79,62,99,79,37,60,99,70,51,85,44,7,6
male,group E,bachelor's degree,free/reduced,completed,70,68,72,62,45,45,81,97,78,66,59,67,44,82,53,43,87,68,94,74,63,100,39,67,58,75,95,40,73,64,54,98,93,77,58,80,60,49,38,50,79,51,65,65,82,96,68,96,99,53,85,82,6,7
female,group D,some college,free/reduced,completed,52,59,65,84,91,71,93,79,45,54,70,55,52,44,57,67,41,36,90,46,95,40,69,78,81,38,76,87,69,47,74,70,38,53,99,98,61,61,82,99,51,80,42,85,40,37,81,70,94,48,94,89,6,8
male,group B,some college,standard,completed,69,77,77,53,74,64,38,98,73,46,47,68,97,100,45,94,85,69,59,58,58,38,66,48,94,67,79,76,37,58,88,99,94,36,92,100,83,35,71,50,40,96,98,50,48,63,87,68,100,35,69,55,6,9
female,group C,high school,free/reduced,none,53,72,64,51,66,54,48,41,78,56,47,75,99,71,61,55,77,74,35,37,55,84,65,97,49,41,94,61,79,37,69,62,46,39,55,74,92,43,58,41,53,69,89,66,62,50,45,66,77,91,86,46,6,0
female,group D,some high school,standard,none,48,58,54,74,82,86,51,50,90,53,42,45,46,57,40,77,60,85,47,39,89,45,37,36,85,55,81,86,55,47,44,76,69,99,62,86,68,75,52,85,90,98,68,65,36,77,46,49,65,87,86,37,6,1
male,group D,some high school,standard,completed,78,81,86,37,66,90,54,90,96,98,63,84,98,76,58,50,79,85,41,98,86,94,99,43,90,96,97,36,90,82,40,82,65,65,43,49,40,72,84,56,73,94,49,90,70,82,62,67,84,70,76,70,7,2
female,group B,high school,standard,none,62,62,63,85,59,63,97,45,88,97,79,86,84,35,91,80,58,94,40,94,63,63,66,39,47,66,79,58,63,37,79,39,94,59,50,35,43,35,95,52,60,80,53,47,86,43,84,66,87,69,52,38,6,3
male,group D,some college,standard,none,60,63,59,41,91,50,89,42,77,64,71,90,94,54,79,52,56,58,91,41,75,54,37,98,91,83,93,40,76,91,40,46,40,84,71,57,36,55,47,90,86,96,74,81,72,58,70,95,87,53,62,53,6,4
female,group B,high school,standard,none,74,72,72,95,51,54,82,38,100,40,94,54,43,61,72,73,92,69,53,80,76,96,91,56,84,61,38,35,49,74,86,91,43,41,87,36,58,76,96,45,54,38,93,50,66,72,88,89,51,52,56,77,6,5
female,group C,high school,standard,completed,58,75,77,46,42,77,38,75,85,87,55,38,45,52,84,81,38,96,73,63,88,54,41,49,47,35,95,80,76,77,49,40,99,47,61,46,48,80,51,67,92,91,39,48,61,79,78,64,79,73,38,72,6,6
male,group B,high school,standard,completed,76,62,60,41,80,85,64,78,67,38,58,55,53,86,85,67,54,84,79,37,68,100,91,98,57,62,61,46,53,77,61,51,57,100,98,37,82,96,71,93,71,83,70,88,52,57,88,87,63,47,71,81,6,7
female,group D,some high school,standard,none,68,71,75,85,38,55,71,70,41,70,82,40,90,100,84,68,91,71,46,43,66,67,37,85,78,64,62,100,76,76,98,100,94,45,57,87,37,56,81,48,60,39,68,89,43,37,62,72,97,79,95,58,6,8
male,group A,some college,free/reduced,none,58,60,57,86,80,55,47,78,94,84,74,67,45,95,100,61,58,78,87,43,78,99,48,100,35,98,52,72,55,53,76,48,55,55,50,43,99,96,84,78,91,66,99,46,86,63,37,74,39,54,100,75,6,9
male,group B,high school,standard,none,52,48,49,98,72,86,97,43,99,100,43,41,79,41,55,57,47,37,36,95,46,100,68,90,61,73,94,81,72,59,55,96,58,64,90,93,93,98,84,100,57,43,83,43,40,98,72,35,37,57,55,43,6,0
male,group D,bachelor's degree,standard,none,75,73,74,56,35,61,84,47,40,62,86,72,96,88,85,96,88,49,86,59,80,53,88,52,58,89,80,74,46,74,86,49,70,58,69,62,50,57,91,95,52,39,90,72,76,35,50,59,65,57,63,56,6,1
female,group B,some high school,free/reduced,completed,52,67,72,96,97,43,57,86,94,74,77,85,78,49,49,67,56,63,69,98,35,43,39,90,57,63,78,77,43,85,92,36,45,76,53,81,45,61,96,98,86,93,35,48,88,50,73,81,61,84,36,39,6,2
female,group C,bachelor's degree,free/reduced,none,62,78,79,40,66,56,88,87,75,100,52,40,81,63,60,87,37,98,100,57,58,53,67,65,93,54,94,98,68,83,73,62,51,87,88,55,89,72,69,72,38,37,51,38,37,81,75,76,98,54,60,64,6,3
male,group B,some college,standard,none,66,65,60,94,99,68,85,53,78,48,43,65,41,36,99,55,67,48,63,35,41,92,82,78,70,53,48,64,42,74,41,61,97,45,75,71,85,62,45,67,65,47,76,83,76,59,84,75,40,74,47,87,6,4
female,group B,some high school,free/reduced,none,49,58,55,48,55,91,41,54,52,39,45,53,35,79,84,97,85,76,76,79,94,62,56,45,53,41,41,91,100,52,50,63,67,80,92,74,64,91,87,41,44,60,59,97,99,73,81,97,72,55,95,40,6,5
female,group B,high school,standard,none,66,72,70,94,88,67,68,44,57,84,80,78,55,93,50,56,61,86,53,67,87,62,38,69,64,88,77,55,57,39,70,74,67,69,55,87,99,77,96,72,95,97,40,58,42,98,47,73,98,42,94,40,6,6
female,group C,some college,free/reduced,none,35,44,43,64,80,43,40,84,89,50,36,71,65,56,55,45,85,72,98,58,52,36,85,79,48,55,73,45,77,71,83,61,95,58,43,55,53,48,81,52,63,100,59,96,87,68,94,59,89,58,55,87,6,7
female,group A,some college,standard,completed,72,79,82,43,69,36,45,60,66,89,37,100,95,54,36,66,48,80,80,80,78,74,37,62,84,40,53,77,78,75,69,49,81,35,48,66,69,58,89,95,65,88,50,76,90,80,89,73,53,88,44,76,6,8
male,group E,associate's degree,standard,completed,94,85,82,90,63,70,89,50,60,37,48,71,82,55,90,96,90,91,35,43,84,47,39,48,83,90,85,40,99,82,60,60,53,68,83,44,49,61,78,75,62,90,84,81,49,56,86,39,98,79,38,37,6,9
female,group D,associate's degree,free/reduced,none,46,56,57,50,42,57,90,55,51,81,70,39,42,89,35,72,56,60,59,69,85,51,66,60,56,56,93,52,75,63,48,94,79,47,71,59,85,36,68,86,74,60,41,43,46,72,37,58,53,95,90,77,6,0
female,group B,master's degree,standard,none,77,90,84,99,74,54,46,56,39,67,93,87,85,70,88,88,78,80,93,97,79,60,50,59,38,35,91,39,48,69,70,61,97,60,83,69,94,48,56,37,63,59,55,88,39,88,94,45,84,88,85,45,6,1
female,group B,high school,free/reduced,completed,76,85,82,41,80,80,93,78,60,91,52,60,60,35,82,76,69,53,81,50,48,60,62,96,36,56,99,54,52,80,71,47,59,60,39,71,76,48,82,87,86,87,90,77,53,73,98,77,49,96,60,74,6,2
female,group C,associate's degree,standard,completed,52,59,62,73,83,64,59,75,77,51,67,36,100,76,83,42,35,91,71,68,88,56,56,71,55,74,57,77,79,88,60,83,67,98,80,78,88,85,94,41,41,80,39,48,56,44,94,65,60,54,41,76,6,3
male,group C,bachelor's degree,standard,completed,91,81,79,68,41,92,89,85,96,100,68,79,82,42,54,89,100,99,39,56,89,38,59,44,58,38,82,54,98,55,76,36,82,71,39,57,39,78,89,61,90,50,58,96,37,88,94,41,42,51,58,42,6,4
female,group B,some high school,standard,completed,32,51,44,47,52,55,52,97,52,52,82,59,74,46,39,37,86,79,43,46,49,70,66,85,72,47,37,54,88,72,75,57,54,59,62,41,94,40,46,87,35,69,69,98,76,46,56,88,83,89,98,67,6,5
female,group E,some high school,free/reduced,none,72,79,77,91,46,64,46,86,98,39,95,66,82,96,98,45,78,77,99,94,64,68,58,55,95,76,61,51,82,39,55,48,92,60,99,52,82,93,100,39,81,39,80,86,71,37,80,90,53,43,51,99,7,6
female,group B,some college,standard,none,19,38,32,49,39,50,56,67,51,68,47,40,49,50,89,73,70,39,98,79,61,63,63,62,97,56,62,83,84,35,68,55,71,94,75,61,65,100,86,46,60,99,86,74,41,90,40,73,93,88,49,50,6,7
male,group C,associate's degree,free/reduced,none,68,65,61,81,46,87,38,91,48,39,52,48,97,94,56,92,43,64,98,36,88,46,93,65,70,66,98,59,42,44,51,84,40,46,86,40,56,38,74,100,55,61,90,97,81,60,55,82,52,72,57,55,6,8
female,group C,master's degree,free/reduced,none,52,65,61,44,47,98,96,35,36,85,41,38,53,37,71,86,47,55,43,76,65,38,99,95,96,77,76,84,80,84,56,59,86,57,81,48,47,40,73,75,78,70,95,65,62,64,99,98,74,57,83,100,6,9
female,group B,high school,standard,none,48,62,60,93,51,96,56,69,79,64,35,100,36,100,78,75,95,72,61,74,85,87,58,81,43,62,63,49,87,42,39,53,84,82,97,56,59,61,96,79,94,52,45,73,48,75,54,56,41,74,49,80,6,0
female,group D,some college,free/reduced,none,60,66,70,68,49,37,73,72,56,96,80,77,41,62,53,70,88,40,48,92,92,38,41,93,84,81,59,86,77,55,50,57,44,42,83,93,67,62,96,89,75,90,73,78,61,68,35,60,67,40,72,79,6,1
male,group D,high school,free/reduced,none,66,74,69,90,38,49,95,46,79,98,66,60,88,83,63,88,62,79,37,100,48,36,35,86,69,47,70,55,99,37,59,66,93,100,79,89,44,80,94,38,53,72,44,58,49,47,53,66,49,89,82,35,6,2
male,group E,some high school,standard,completed,89,84,77,46,50,93,89,95,88,86,89,52,65,43,91,54,45,74,44,99,75,44,40,79,75,62,50,40,62,51,91,84,74,79,65,44,100,83,87,66,76,46,80,50,92,47,77,67,76,53,94,73,6,3
female,group B,high school,standard,none,42,52,51,47,92,65,97,53,56,71,49,100,82,57,39,95,94,59,81,83,81,67,57,53,80,59,45,68,49,75,80,35,66,94,86,38,71,95,44,90,40,56,52,63,59,61,44,67,35,71,65,97,6,4
female,group E,associate's degree,free/reduced,completed,57,68,73,69,99,59,38,85,71,77,65,44,52,57,85,78,97,67,50,42,87,50,92,50,96,92,46,63,58,39,98,71,79,74,96,97,41,74,81,66,82,67,98,74,68,45,35,81,55,46,66,94,6,5
male,group D,high school,standard,none,70,70,70,45,54,63,64,69,98,79,87,99,75,83,63,40,42,50,47,91,87,62,95,82,58,60,54,63,69,76,47,95,53,67,100,91,57,71,84,87,37,88,63,95,59,78,51,94,40,71,66,54,6,6
female,group E,associate's degree,free/reduced,none,70,84,81,93,58,52,45,66,85,50,72,44,94,58,48,90,40,68,56,40,90,35,87,65,93,91,69,92,81,81,46,61,73,55,95,97,76,70,50,75,39,41,58,63,38,92,56,42,76,49,72,80,6,7
male,group E,some college,standard,none,69,60,54,93,52,96,58,90,73,81,37,66,95,74,58,66,61,47,88,98,67,81,49,60,45,85,85,70,91,79,61,66,50,83,78,38,95,93,87,59,55,99,90,70,38,97,93,94,48,63,98,54,7,8
female,group C,associate's degree,standard,none,52,55,57,69,71,98,65,50,89,51,45,87,80,52,82,69,36,43,57,73,63,54,53,83,49,40,48,97,44,72,37,81,79,54,79,84,57,62,39,97,92,36,38,51,55,69,46,35,80,61,62,83,6,9
male,group C,some high school,standard,completed,67,73,68,82,86,85,59,97,57,100,46,99,79,51,60,70,56,91,99,87,49,69,63,75,90,40,75,64,71,98,59,79,35,99,39,65,82,62,47,40,42,65,82,35,59,65,51,41,61,92,60,82,6,0
male,group C,some high school,standard,completed,76,80,73,95,82,61,89,83,92,40,75,64,58,72,64,76,72,69,84,84,38,58,70,58,69,35,94,35,52,63,56,97,98,75,40,56,89,70,88,59,64,82,75,36,66,82,89,74,38,91,66,93,7,1
female,group E,associate's degree,standard,none,87,94,95,79,70,41,35,96,49,98,45,68,94,85,43,95,58,86,99,84,97,81,75,56,58,95,57,85,83,61,49,49,49,93,83,58,74,80,75,59,72,64,39,84,47,94,90,60,72,92,94,89,7,2
female,group B,some college,standard,none,82,85,87,61,54,73,68,77,47,77,77,44,78,57,68,64,47,40,54,68,90,87,100,52,51,73,93,53,76,50,98,86,93,64,64,36,89,53,68,36,44,75,59,92,61,79,41,76,80,54,45,54,6,3
female,group C,some college,standard,none,73,76,78,50,38,53,43,42,46,40,74,36,50,85,47,100,46,61,44,42,91,75,60,44,35,65,83,86,67,62,69,60,98,78,99,63,39,97,78,54,40,41,87,60,48,98,99,92,84,86,99,49,6,4
male,group A,some college,free/reduced,none,75,81,74,95,55,49,48,44,75,47,93,64,61,35,46,70,78,94,57,38,87,85,68,80,62,37,54,68,77,68,67,81,49,56,77,98,53,54,44,95,83,94,70,48,58,59,58,92,47,68,77,78,6,5
female,group D,some college,free/reduced,none,64,74,75,75,64,100,45,44,67,45,58,35,49,44,72,76,38,37,78,92,60,51,76,95,86,60,55,96,83,94,99,96,71,98,62,70,71,87,39,52,60,37,37,85,89,61,58,83,53,89,38,78,6,6
female,group E,high school,free/reduced,none,41,45,40,74,62,94,97,53,45,51,79,66,99,41,68,54,36,93,45,58,37,51,82,82,59,49,81,68,43,38,88,78,39,93,93,39,52,77,80,97,77,45,75,81,56,95,96,74,38,47,91,41,6,7
male,group C,high school,standard,none,90,75,69,84,74,88,50,61,53,40,59,87,78,37,52,81,58,86,56,62,88,94,62,42,75,62,35,88,86,66,75,100,70,70,70,52,91,96,54,40,93,77,87,58,90,82,97,71,94,75,88,76,7,8
male,group B,bachelor's degree,standard,none,59,54,51,84,47,50,91,93,73,58,73,68,38,47,36,37,44,40,88,75,100,51,43,39,93,36,75,59,98,87,60,84,81,52,63,41,60,95,76,89,40,73,85,70,55,56,92,93,48,85,87,70,6,9
male,group A,some high school,standard,none,51,31,36,64,82,55,93,64,85,87,65,45,65,93,57,45,74,68,57,41,40,71,80,49,42,99,78,73,85,76,89,68,55,72,95,41,100,40,41,83,88,35,99,87,72,40,55,50,93,65,79,66,6,0
male,group A,high school,free/reduced,none,45,47,49,52,78,48,78,58,95,51,59,80,86,83,48,49,43,48,95,48,47,93,44,67,58,85,66,85,60,52,46,69,38,83,83,36,80,89,93,84,86,60,86,75,65,98,92,92,97,71,66,55,6,1
female,group C,master's degree,standard,completed,54,64,67,47,83,88,56,55,79,84,100,89,85,97,67,93,37,96,38,89,89,92,84,60,46,41,96,57,65,54,56,80,79,48,70,76,56,98,48,67,98,78,59,64,36,99,100,64,47,52,52,94,7,2
male,group E,some high school,standard,completed,87,84,76,78,96,71,82,78,64,65,44,37,72,87,65,71,70,56,41,50,61,46,40,58,56,79,96,81,73,45,53,90,71,53,100,39,57,69,94,97,60,46,80,46,69,67,77,88,89,85,69,84,6,3
female,group C,high school,standard,none,72,80,83,48,52,35,54,56,65,54,97,35,38,46,86,45,44,66,74,94,78,84,72,93,64,73,79,87,98,80,63,63,44,40,60,99,51,47,97,97,57,83,69,47,46,49,72,83,87,59,80,41,6,4
male,group B,some high school,standard,completed,94,86,87,46,97,58,91,62,38,44,70,82,97,100,87,43,76,74,92,61,97,39,92,89,49,58,91,83,46,57,97,53,65,45,45,97,47,75,56,51,66,57,50,51,40,99,69,37,81,83,96,55,6,5
female,group A,bachelor's degree,standard,none,45,59,64,98,62,95,92,39,76,72,95,46,35,71,75,49,92,91,86,40,55,36,88,76,94,100,80,55,40,60,99,41,86,64,64,54,42,53,97,67,95,100,75,77,55,42,96,60,41,52,72,44,6,6
male,group D,bachelor's degree,free/reduced,completed,61,70,76,46,90,84,75,49,51,73,71,39,74,89,76,53,95,96,94,35,38,78,36,45,94,96,75,42,85,62,44,36,83,65,62,81,72,99,61,59,38,72,90,43,43,81,87,73,90,35,68,74,6,7
female,group B,high school,free/reduced,none,60,72,68,86,45,82,71,55,81,99,54,74,72,56,85,70,56,57,70,93,57,50,93,71,44,37,66,80,96,97,88,35,78,45,92,86,78,55,90,98,40,96,95,73,75,76,83,84,96,35,80,50,7,8
female,group C,some high school,standard,none,77,91,88,60,45,59,78,95,97,40,80,71,37,100,96,60,97,51,37,37,45,79,96,90,50,76,77,43,46,51,50,59,85,66,56,39,42,60,96,80,49,73,81,83,100,96,62,37,68,88,63,67,6,9
female,group A,some high school,standard,completed,85,90,92,60,46,41,37,75,37,48,89,74,37,37,53,91,78,69,84,61,85,68,79,81,54,63,40,74,85,95,53,41,46,52,45,35,43,90,95,77,84,53,46,45,72,74,44,93,37,48,52,42,6,0
female,group D,bachelor's degree,free/reduced,none,78,90,93,87,40,85,95,74,44,67,89,74,98,66,96,96,39,68,45,80,51,84,61,76,84,48,82,49,36,59,40,38,100,43,85,56,71,71,53,68,57,85,67,70,57,88,90,37,43,69,72,92,6,1
male,group E,some college,free/reduced,completed,49,52,51,95,65,54,48,58,60,88,40,85,53,36,43,80,51,66,44,44,92,42,71,65,95,61,48,51,35,67,78,85,69,79,42,93,54,85,65,35,74,95,60,85,62,53,73,54,74,41,93,49,6,2
female,group B,high school,free/reduced,none,71,87,82,84,46,70,96,53,95,38,50,48,58,61,64,60,59,97,39,36,81,47,96,73,94,64,96,94,74,91,37,84,36,62,35,72,44,83,61,43,40,79,68,45,89,88,75,66,40,51,70,46,6,3
female,group C,some high school,free/reduced,none,48,58,52,54,42,39,70,49,55,97,55,70,67,92,50,60,36,83,85,62,76,85,76,41,42,62,35,58,89,92,96,63,61,73,96,38,38,39,51,77,41,77,53,82,99,79,92,55,81,70,87,50,6,4
male,group C,high school,standard,none,62,67,58,85,91,48,99,76,88,95,67,54,50,41,64,45,61,99,89,85,77,51,50,52,55,68,80,51,82,69,36,57,86,68,91,89,88,88,44,95,40,51,47,61,99,77,84,49,39,59,63,93,6,5
female,group C,associate's degree,free/reduced,completed,56,68,70,75,44,86,63,52,78,87,86,79,49,73,93,62,73,96,38,35,83,36,89,68,65,81,97,64,75,66,64,69,89,49,77,81,48,40,97,67,45,60,85,39,51,87,48,42,93,82,96,87,6,6
female,group C,some high school,standard,none,65,69,76,93,53,88,46,100,74,96,43,83,66,90,58,66,35,57,78,63,46,88,80,75,62,74,98,61,87,91,45,35,77,38,72,58,99,92,99,78,48,44,93,46,54,94,69,77,88,84,56,71,7,7
female,group D,some high school,free/reduced,completed,69,86,81,41,77,40,58,75,62,75,94,79,51,54,52,93,100,78,48,85,92,38,67,76,42,47,58,69,95,39,49,37,91,56,52,61,92,65,56,47,39,56,82,62,70,53,75,48,53,56,69,85,6,8
male,group B,some high school,standard,none,68,54,53,75,38,87,67,51,54,56,64,69,47,68,71,66,64,52,46,85,72,55,95,76,78,82,40,76,38,76,84,80,86,75,83,75,72,55,76,94,81,88,98,87,88,91,99,42,82,45,78,56,6,9
female,group A,some college,free/reduced,none,61,60,57,97,76,92,86,65,75,61,52,58,76,39,60,79,89,53,35,74,85,59,56,81,95,59,57,79,54,100,69,86,52,40,74,42,58,82,56,52,89,35,38,83,84,51,79,58,40,69,37,67,6,0
female,group C,bachelor's degree,free/reduced,completed,74,86,89,43,86,45,75,68,58,88,41,81,51,64,57,85,51,69,46,74,74,82,37,93,97,52,57,42,96,96,66,89,65,52,36,74,64,87,81,87,68,68,74,74,47,35,46,77,74,98,68,59,6,1
male,group A,bachelor's degree,standard,none,64,60,58,76,48,58,75,37,84,51,41,45,78,88,42,90,64,60,37,97,48,94,97,93,45,64,36,49,96,47,83,35,71,88,56,68,90,96,81,68,41,42,72,90,74,91,94,82,48,70,68,77,6,2
female,group B,high school,standard,completed,77,82,89,39,48,74,99,90,95,59,50,68,97,60,43,40,48,53,58,83,77,73,54,51,49,56,35,62,37,36,44,62,44,73,92,40,72,97,83,79,45,95,67,58,51,50,84,89,74,99,79,71,6,3
male,group B,some college,standard,none,58,50,45,90,77,52,57,56,45,74,85,36,91,76,50,40,91,85,37,50,64,93,48,50,48,77,90,46,95,42,66,90,60,85,93,75,61,78,88,88,63,35,55,60,54,89,65,92,46,66,58,91,6,4
female,group C,high school,standard,completed,60,64,74,72,67,88,96,43,78,54,37,85,55,89,77,81,85,69,46,51,60,69,82,47,35,42,68,80,38,57,80,49,92,41,49,57,90,54,37,66,66,53,91,55,64,77,41,48,36,72,95,75,6,5
male,group E,high school,standard,none,73,64,57,90,63,86,98,38,35,48,76,83,41,59,49,88,86,86,64,75,74,53,75,50,58,70,38,56,97,58,89,63,83,62,69,88,70,98,48,36,88,69,99,49,92,93,90,43,96,46,46,58,6,6
female,group A,high school,standard,completed,75,82,79,76,78,56,93,67,76,39,83,54,97,62,47,84,74,43,43,77,61,68,40,62,48,67,72,83,86,50,42,92,61,80,66,50,72,95,81,78,48,78,57,63,94,39,69,78,56,95,90,36,6,7
male,group B,associate's degree,free/reduced,completed,58,57,53,46,81,76,39,52,48,60,88,92,94,43,70,47,35,68,91,92,58,95,56,54,35,67,98,70,51,96,43,53,94,67,90,50,59,69,67,59,46,68,81,65,82,67,40,71,73,87,64,54,6,8
female,group C,associate's degree,standard,none,66,77,73,46,64,85,55,40,70,61,60,61,65,99,39,55,85,98,90,58,62,38,93,40,63,91,55,70,72,36,100,63,59,47,51,58,97,95,38,68,85,69,98,97,80,98,100,80,86,43,56,68,6,9
female,group D,high school,free/reduced,none,39,52,46,83,57,78,61,80,53,81,38,42,50,68,45,86,51,70,54,55,58,47,61,59,79,95,88,95,40,79,95,93,35,51,91,86,66,78,69,89,39,92,92,49,59,60,70,43,90,72,67,99,6,0
male,group C,some high school,standard,none,64,58,51,100,48,45,56,88,94,52,100,79,58,79,38,79,74,90,95,64,56,75,75,92,72,94,81,76,83,50,54,74,49,45,41,99,67,36,52,56,99,82,40,69,63,65,61,48,75,70,39,52,6,1
female,group B,high school,free/reduced,completed,23,44,36,67,42,43,46,40,67,79,47,87,49,49,96,79,78,61,51,78,80,94,76,66,53,51,36,38,67,78,53,49,42,80,38,36,77,84,39,67,53,100,95,61,57,77,64,98,56,78,55,78,6,2
male,group B,some college,free/reduced,completed,74,77,76,77,86,98,82,68,93,81,70,94,74,95,52,77,100,46,83,85,79,93,38,100,81,76,43,55,94,45,45,61,54,62,68,85,70,76,46,41,38,77,86,72,67,70,99,42,91,74,88,96,7,3
female,group D,some high school,free/reduced,completed,40,65,64,98,65,75,51,52,86,39,77,78,68,70,43,96,90,40,85,66,57,84,47,95,44,78,54,78,46,89,90,36,52,83,50,68,48,48,66,38,94,59,82,57,98,62,91,65,45,42,98,72,6,4
male,group E,master's degree,standard,none,90,85,84,93,71,70,44,90,88,54,65,46,74,43,50,50,93,53,74,39,71,45,80,74,65,35,56,87,61,48,50,57,59,44,58,43,63,71,93,38,59,39,71,47,71,89,77,93,69,47,42,82,6,5
male,group C,master's degree,standard,completed,91,85,85,35,65,86,79,54,87,38,48,100,74,61,58,44,93,95,61,80,81,99,74,65,91,60,77,74,69,100,70,37,100,42,65,74,45,99,90,37,43,74,39,56,64,39,68,72,92,90,49,39,6,6
male,group D,high school,standard,none,64,54,50,66,85,97,64,91,96,59,61,46,84,91,94,81,74,72,55,76,99,72,60,82,88,58,66,98,51,70,82,91,58,90,87,95,50,99,36,50,64,93,38,50,83,81,63,92,83,87,68,53,7,7
female,group C,high school,standard,none,59,72,68,77,46,90,86,47,53,91,43,97,39,73,91,37,79,97,90,49,67,53,98,99,74,98,66,49,93,89,70,57,70,83,36,62,90,36,66,74,62,62,42,50,94,76,50,40,69,86,91,49,6,8
male,group D,associate's degree,standard,none,80,75,69,50,74,94,93,51,61,78,92,44,99,73,76,76,45,80,75,48,56,37,71,62,69,42,53,78,40,92,97,67,97,46,51,37,38,52,43,86,95,38,84,36,87,85,51,54,48,77,91,38,6,9
male,group C,master's degree,standard,none,71,67,67,75,96,90,58,77,62,96,75,62,97,80,66,36,81,95,56,56,72,54,60,85,50,58,98,60,58,85,79,52,46,59,37,55,54,72,87,75,100,76,51,79,45,89,50,85,89,54,68,56,6,0
female,group A,high school,standard,none,61,68,63,63,81,35,74,49,50,67,94,85,89,69,42,45,36,90,98,51,85,98,38,35,50,47,52,62,40,86,55,88,70,91,46,91,90,86,50,60,64,86,69,64,67,64,84,95,93,79,42,40,6,1
female,group E,some college,standard,none,87,85,93,98,67,69,79,60,96,94,67,40,98,35,80,83,52,65,50,96,54,42,37,76,59,82,95,70,91,90,41,86,61,67,94,87,97,57,82,40,44,79,43,44,91,56,38,100,92,40,48,64,7,2
male,group E,some high school,standard,none,82,67,61,73,42,68,40,78,97,96,82,39,71,100,87,44,73,46,70,36,77,83,84,96,66,84,49,59,50,42,49,73,74,98,39,72,65,81,96,53,41,83,84,63,36,50,62,45,73,96,69,61,6,3
male,group C,some high school,standard,none,62,64,55,54,95,53,83,72,40,89,99,87,72,78,65,91,96,64,38,81,100,71,45,60,72,77,74,42,75,63,85,85,84,95,64,80,82,82,70,62,40,64,74,79,96,63,38,75,62,90,76,83,7,4
female,group B,bachelor's degree,standard,none,97,97,96,53,78,99,89,66,39,94,36,74,91,87,53,48,62,74,81,94,91,65,57,67,47,75,64,92,52,61,49,88,84,98,92,97,97,58,94,43,58,68,43,56,61,96,43,49,46,43,45,49,6,5
male,group B,some college,free/reduced,none,75,68,65,99,41,94,54,46,41,95,46,65,49,76,89,69,37,43,48,37,72,90,85,41,99,81,88,51,37,35,88,51,99,95,99,47,54,80,36,59,63,46,47,47,57,93,55,59,56,89,76,83,6,6
female,group C,bachelor's degree,standard,none,65,79,81,47,67,80,74,90,35,82,97,36,93,60,59,67,70,42,99,48,99,47,81,43,38,66,84,41,52,75,85,37,61,42,67,99,36,38,80,37,89,39,62,100,87,90,80,90,63,100,86,90,6,7
male,group B,high school,standard,completed,52,49,46,39,89,94,40,91,84,93,66,63,53,67,51,98,79,81,35,60,63,100,53,62,82,89,52,81,87,99,83,51,38,42,65,91,82,92,63,74,61,46,52,63,98,95,68,53,51,39,86,65,6,8
male,group C,associate's degree,free/reduced,none,87,73,72,78,73,60,74,42,41,49,64,88,84,67,64,75,52,46,85,78,89,61,74,48,62,75,92,69,95,89,93,40,66,72,74,88,84,66,53,49,49,97,61,66,69,68,88,75,58,94,42,55,6,9
female,group C,associate's degree,standard,none,53,62,53,35,66,59,76,90,69,37,52,74,60,82,91,40,44,36,57,61,84,35,56,59,54,36,71,40,36,51,91,38,38,62,86,78,80,53,69,45,88,91,42,42,92,93,88,44,73,35,80,94,6,0
female,group E,master's degree,free/reduced,none,81,86,87,61,72,46,46,58,63,98,42,76,46,82,92,55,44,55,58,68,89,77,82,65,43,95,70,96,86,62,79,96,71,55,90,54,45,53,70,47,65,72,75,53,36,89,49,42,94,58,41,97,6,1
